日期,沪深300,中证500,中证1000,中债-国债指数,中债-信用债指数,南华商品指数
2020/5/20,3935.222,5489.7024,5865.8412,197.7879,187.7249,1387.84
2020/5/21,3913.7949,5426.1745,5791.6402,197.7833,187.7396,1398.33
2020/5/22,3824.064,5328.2268,5683.9962,198.3678,187.8098,1373.49
2020/5/25,3829.3245,5316.6036,5671.9722,197.7085,187.854,1386.37
2020/5/26,3872.7701,5420.2126,5808.5486,197.1079,187.7339,1385.81
2020/5/27,3845.6135,5369.4992,5772.0836,196.7652,187.6528,1383.78
2020/5/28,3856.6324,5361.167,5758.9271,196.9261,187.5839,1386.1
2020/5/29,3867.0232,5406.3403,5816.4003,197.0564,187.5613,1399.54
2020/6/1,3971.3402,5569.48,5993.7853,196.9243,187.5667,1414.31
2020/6/2,3983.5677,5566.4438,6002.8363,196.0085,187.3114,1419.12
2020/6/3,3983.6477,5572.3125,5994.6378,195.5598,186.9423,1434.3
2020/6/4,3982.1851,5576.7535,6006.7648,195.1199,186.7994,1417.94
2020/6/5,4001.2509,5585.4231,6015.3274,194.7982,186.4716,1429.49
2020/6/8,4021.9549,5575.3036,6001.4315,195.1176,186.4168,1446.1
2020/6/9,4047.0293,5610.3774,6042.3353,195.1459,186.4965,1440.68
2020/6/10,4039.7051,5615.2417,6049.322,195.1033,186.5469,1433.44
2020/6/11,3995.8846,5589.1019,6027.4085,195.5895,186.6172,1427
2020/6/12,4003.0829,5591.4871,6031.1709,195.8576,186.7354,1416.36
2020/6/15,3954.9883,5590.6435,6028.9556,195.7798,186.8718,1397.27
2020/6/16,4014.5702,5695.3007,6151.6855,195.0548,186.8355,1426.59
2020/6/17,4017.5941,5735.4183,6178.1413,194.6819,186.7933,1425.96
2020/6/18,4044.3842,5734.403,6149.2892,194.9181,186.8069,1428.5
2020/6/19,4098.7095,5787.1482,6187.1082,194.7075,186.779,1442.11
2020/6/22,4102.0459,5784.0269,6228.0162,194.3905,186.7548,1431.88
2020/6/23,4121.7944,5804.343,6238.8971,194.3329,186.5773,1433.68
2020/6/24,4138.9895,5789.0893,6227.5693,194.8483,186.5777,1436.06
2020/6/29,4109.7164,5762.4378,6211.3813,195.061,186.7024,1406.08
2020/6/30,4163.9637,5864.4164,6319.5558,195.3708,186.7228,1418.87
2020/7/1,4247.7835,5881.8875,6339.3685,195.2244,186.7844,1421.6
2020/7/2,4335.8445,5975.2794,6413.952,195.2755,186.8427,1429.62
2020/7/3,4419.5955,6051.5099,6478.3539,194.9155,186.8939,1436.09
2020/7/6,4670.0949,6299.8551,6725.9962,193.711,186.7751,1442.77
2020/7/7,4698.1264,6380.0276,6817.865,193.4221,186.5271,1439.9
2020/7/8,4774.0042,6535.4151,6973.9967,192.9907,186.4285,1456.59
2020/7/9,4840.7712,6693.7452,7182.1769,192.6196,186.1517,1464.89
2020/7/10,4753.1333,6676.4373,7150.4243,192.9682,186.0189,1444.71
2020/7/13,4852.9612,6899.5175,7403.0857,192.673,185.8988,1471.54
2020/7/14,4806.6902,6807.727,7344.9876,193.0857,185.8561,1469.2
2020/7/15,4744.4687,6638.8384,7131.4636,193.4775,185.8741,1473.18
2020/7/16,4516.2532,6319.9981,6758.1403,193.7973,185.9761,1456.14
2020/7/17,4544.7007,6344.5912,6772.5322,193.8229,186.0633,1460.99
2020/7/20,4680.3046,6526.8325,7003.6672,193.9938,186.1863,1452.32
2020/7/21,4691.0425,6563.3239,7058.7908,194.4603,186.3647,1470.66
2020/7/22,4714.4454,6620.6893,7125.5686,194.7293,186.4906,1480.06
2020/7/23,4712.4357,6620.0859,7119.6711,194.6114,186.5857,1486.41
2020/7/24,4505.5906,6283.9831,6784.6347,195.1342,186.7061,1472.8
2020/7/27,4528.45,6298.7351,6786.529,195.113,186.8194,1475.52
2020/7/28,4568.2576,6359.6637,6857.9427,194.6558,186.8457,1470.02
2020/7/29,4679.008,6530.2712,7060.5347,194.4773,186.7898,1480.82
2020/7/30,4656.1506,6511.436,7048.9813,194.4385,186.7796,1478.26
2020/7/31,4695.0462,6579.6696,7141.592,194.1082,186.7472,1478.54
2020/8/3,4771.3108,6739.8085,7373.3412,194.1537,186.7643,1476.93
2020/8/4,4775.8024,6697.7071,7326.1893,194.1617,186.7703,1485.51
2020/8/5,4777.1089,6772.8422,7427.1891,193.8768,186.795,1489.18
2020/8/6,4762.7642,6770.3016,7432.7659,193.5642,186.8337,1502.5
2020/8/7,4707.9262,6688.8822,7339.8113,193.3733,186.8577,1502.06
2020/8/10,4724.8697,6725.2956,7358.862,193.7668,186.9267,1500.73
2020/8/11,4681.7837,6600.8472,7213.4452,193.8418,186.9778,1496.46
2020/8/12,4647.6446,6528.3999,7092.355,193.7117,187.0103,1489.01
2020/8/13,4635.7126,6552.6567,7113.9297,193.8344,187.0549,1490.67
2020/8/14,4704.6288,6623.5633,7183.9582,194.0875,187.0976,1493.21
2020/8/17,4815.2261,6744.5468,7339.6933,194.2298,187.1993,1498.47
2020/8/18,4815.2261,6744.5468,7339.6933,194.2298,187.1993,1498.47
