日期,沪深300,中证500,中证1000,中债-国债指数,中债-信用债指数,南华商品指数
2018/12/3,3260.9502,4515.1735,4802.2933,180.6307,173.3559,1338.21
2018/12/4,3267.7095,4536.2104,4846.1695,181.1067,173.3955,1346.4
2018/12/5,3252.0041,4502.7021,4816.9916,181.3372,173.5434,1353.7
2018/12/6,3181.673,4411.0884,4730.9128,181.6053,173.5668,1342.95
2018/12/7,3181.5646,4410.9593,4731.9019,181.784,173.6186,1352.76
2018/12/10,3144.7631,4359.3122,4676.6151,182.0164,173.7105,1345.68
2018/12/11,3159.8158,4395.5702,4720.4692,182.1632,173.7597,1338.34
2018/12/12,3170.6092,4393.324,4718.8217,182.1836,173.7963,1341.3
2018/12/13,3219.6924,4443.1572,4763.7167,181.6007,173.7674,1353.41
2018/12/14,3165.9109,4337.1025,4641.8881,181.5286,173.7124,1354.46
2018/12/17,3161.1966,4330.6465,4627.2282,181.3466,173.7058,1358.49
2018/12/18,3128.4265,4307.2675,4596.61,181.3986,173.6221,1351.83
2018/12/19,3091.1255,4247.8991,4533.3964,181.5122,173.6268,1342.33
2018/12/20,3067.4169,4259.7614,4550.5973,181.8372,173.7106,1347.55
2018/12/21,3029.3951,4231.144,4517.7798,181.8976,173.7828,1344.45
2018/12/24,3038.1981,4274.7218,4558.3174,181.8401,173.8501,1333.86
2018/12/25,3017.2815,4225.5124,4514.6175,181.9072,173.8493,1307.47
2018/12/26,3002.0327,4208.4053,4494.4975,182.0596,173.8488,1312.09
2018/12/27,2990.5057,4161.2702,4424.6531,182.3508,173.885,1323.05
2018/12/28,3010.6536,4168.0363,4430.0238,182.8239,174.0516,1325.01
2019/1/2,2969.5353,4131.9567,4408.5252,183.4889,174.3169,1314.45
2019/1/3,2964.8421,4112.807,4376.8582,183.6008,174.4889,1333.19
2019/1/4,3035.8741,4210.8786,4497.8933,183.5155,174.6511,1351.42
2019/1/7,3054.303,4288.3234,4594.1482,183.4784,174.8633,1358.59
2019/1/8,3047.7035,4277.2967,4585.0325,183.8706,175.0137,1355.02
2019/1/9,3078.4759,4288.7717,4594.7385,183.7506,175.1244,1361.24
2019/1/10,3072.6864,4281.8606,4582.4828,183.671,175.1868,1359.48
2019/1/11,3094.7782,4314.8757,4621.6108,183.6747,175.225,1365.79
2019/1/14,3067.7845,4286.5474,4594.1901,183.5561,175.2616,1361.78
2019/1/15,3127.9904,4347.3555,4644.1664,183.4864,175.2554,1361.41
2019/1/16,3128.6517,4336.8779,4637.1968,184.0784,175.3076,1368.82
2019/1/17,3111.4168,4303.7308,4595.4901,184.1646,175.389,1369.15
2019/1/18,3168.1739,4347.8112,4626.4129,183.9865,175.453,1388.56
2019/1/21,3185.6364,4373.6333,4655.1105,183.9501,175.4856,1395.78
2019/1/22,3143.3171,4308.2518,4603.2028,183.9577,175.4721,1384.84
2019/1/23,3141.0532,4315.6846,4609.6722,183.9546,175.4583,1388.43
2019/1/24,3158.7817,4338.17,4635.7473,183.8265,175.4415,1387.55
2019/1/25,3184.4696,4318.4417,4607.9448,183.7542,175.4184,1392.06
2019/1/28,3183.7777,4307.2196,4570.3992,183.6533,175.451,1393.71
2019/1/29,3193.9698,4254.2875,4490.0512,183.9123,175.461,1391.78
2019/1/30,3168.4829,4211.6235,4423.1355,184.0684,175.5128,1401.86
2019/1/31,3201.6331,4176.4739,4355.7359,184.1739,175.6061,1415.34
2019/2/1,3247.3971,4294.2696,4482.9853,184.2048,175.6785,1428.06
2019/2/11,3306.4725,4402.8668,4611.8298,184.5642,175.9485,1434.57
2019/2/12,3330.3353,4439.485,4675.7918,184.6153,176.0396,1433.05
2019/2/13,3397.0276,4512.4088,4759.8256,184.6839,176.0946,1423.48
2019/2/14,3402.1403,4532.1699,4780.0441,184.6355,176.1658,1428.6
2019/2/15,3338.7047,4502.7348,4773.5144,184.6119,176.2213,1416.73
2019/2/18,3445.7448,4660.999,4942.8759,184.4168,176.282,1432.54
2019/2/19,3439.6078,4667.2836,4963.7511,184.4203,176.2786,1442.4
2019/2/20,3451.9273,4667.6243,4967.0394,184.4466,176.3206,1441.77
2019/2/21,3442.7056,4659.1431,4947.658,184.4101,176.3251,1442.19
2019/2/22,3520.1182,4777.2977,5059.5092,184.4918,176.3209,1451.99
2019/2/25,3729.4831,5044.3466,5324.2471,184.0347,176.3428,1441.5
2019/2/26,3684.6935,5038.5435,5323.7574,183.7921,176.1735,1435.26
2019/2/27,3678.3921,5017.8842,5310.2745,183.9969,176.1611,1430.87
2019/2/28,3669.3703,5025.2913,5330.3392,183.9204,176.159,1437.06
2019/3/1,3749.7143,5067.225,5364.3661,183.8146,176.13,1460.76
2019/3/4,3794.104,5158.2467,5482.2985,183.7602,176.0778,1444.69
2019/3/5,3816.0132,5295.2878,5654.3058,183.6462,176.0505,1440.28
2019/3/6,3848.0903,5390.0294,5776.9732,183.6604,176.0186,1437.39
2019/3/7,3808.8497,5458.6153,5877.2974,183.9455,176.0674,1438.92
2019/3/8,3657.579,5245.6999,5633.3187,184.1443,176.1586,1425.74
2019/3/11,3729.9546,5456.381,5876.342,184.2347,176.2538,1420.91
2019/3/12,3755.3519,5551.0029,6006.1778,184.2027,176.2471,1433.36
2019/3/13,3724.1941,5424.8642,5866.6333,184.2146,176.2524,1428.12
2019/3/14,3698.4858,5298.5024,5688.9504,184.142,176.25,1434.07
2019/3/15,3745.005,5359.0087,5777.1086,184.2098,176.2372,1426.8
2019/3/18,3851.7479,5501.183,5916.3436,184.2542,176.3063,1423.71
2019/3/19,3833.9626,5522.1801,5941.9085,184.2919,176.3072,1427.85
2019/3/20,3835.4397,5515.7856,5926.1695,184.2431,176.3099,1422.4
2019/3/21,3836.8913,5589.478,5990.6386,184.3712,176.3522,1428.43
2019/3/22,3833.8013,5622.1402,6014.5459,184.6138,176.3946,1426.95
2019/3/25,3742.8252,5549.6711,5961.4351,184.8711,176.5141,1409.82
2019/3/26,3700.4388,5394.8787,5788.3599,184.9929,176.5691,1412.42
2019/3/27,3743.3878,5447.8795,5826.527,184.95,176.6173,1412.63
2019/3/28,3728.3953,5370.1234,5747.8634,185.0605,176.6625,1403.86
2019/3/29,3872.3412,5547.6561,5911.2119,185.1911,176.7163,1414.95
2019/4/1,3973.928,5757.8379,6137.7333,184.6941,176.7749,1432.31
2019/4/2,3971.2852,5775.5497,6174.9422,184.5116,176.6872,1437.42
2019/4/3,4022.1566,5836.0369,6237.016,183.8553,176.6601,1449.89
2019/4/4,4062.2309,5871.5575,6260.0695,183.6423,176.5818,1450.92
2019/4/8,4057.2286,5847.6296,6230.2139,183.7192,176.6239,1470.57
2019/4/9,4075.4301,5858.0464,6245.4321,183.3119,176.5872,1468.93
2019/4/10,4085.847,5850.7609,6235.7066,183.2652,176.53,1469.83
2019/4/11,3997.5778,5727.1749,6106.9498,183.3003,176.5501,1471.43
2019/4/12,3988.6168,5714.3676,6101.2045,183.0437,176.5977,1468.24
2019/4/15,3975.5244,5655.9825,6052.0525,182.4742,176.5099,1470.75
2019/4/16,4085.7891,5777.0111,6179.8008,182.1981,176.4144,1461.43
2019/4/17,4087.2398,5807.7288,6234.1109,182.1756,176.3594,1458.83
2019/4/18,4072.0753,5775.171,6202.8448,182.5006,176.3855,1441.22
2019/4/19,4120.6078,5810.1798,6255.252,182.3578,176.4644,1449.42
2019/4/22,4025.6109,5723.0417,6192.1441,182.1286,176.5344,1455.13
2019/4/23,4019.0053,5628.0624,6078.2672,182.1266,176.5022,1457.7
2019/4/24,4030.0887,5679.7256,6153.3905,181.8501,176.486,1449.9
2019/4/25,3941.816,5458.4194,5899.9068,182.0201,176.4688,1450.77
2019/4/26,3889.2748,5408.0306,5834.3774,182.1861,176.4691,1444.12
2019/4/29,3900.3339,5265.6011,5622.4844,182.1728,176.5225,1446.52
2019/4/30,3913.211,5307.56,5682.2357,182.375,176.5516,1454.9
2019/5/6,3684.6168,4908.7984,5246.8299,182.8385,176.7792,1440.54
2019/5/7,3720.6684,4973.4043,5312.496,182.7639,176.8655,1457.38
2019/5/8,3667.4574,4947.7419,5292.7459,182.9079,176.9614,1450.84
2019/5/9,3599.7001,4888.4128,5237.8246,183.185,177.083,1449.69
2019/5/10,3730.4513,5064.323,5445.5262,183.224,177.1645,1455.32
2019/5/13,3668.7255,5005.9044,5405.6148,183.5014,177.2885,1449.99
2019/5/14,3645.1503,4965.6124,5368.2288,183.3726,177.3704,1435.41
2019/5/15,3727.0923,5076.555,5486.3865,183.3922,177.4271,1451.87
2019/5/16,3743.9635,5108.3588,5527.2751,183.5628,177.4796,1468.9
2019/5/17,3648.7609,4942.5792,5330.9863,183.4423,177.5328,1474.8
2019/5/20,3617.7924,4923.5589,5313.1491,183.4737,177.6001,1477.17
2019/5/21,3666.7762,5009.8725,5418.0453,183.345,177.62,1494.37
2019/5/22,3649.3796,4976.3929,5395.4299,183.2219,177.5954,1482.5
2019/5/23,3583.9646,4872.9202,5267.8266,183.387,177.6199,1468.54
2019/5/24,3593.9139,4841.7573,5200.774,183.4464,177.6503,1472.23
2019/5/27,3637.1971,4962.947,5354.634,183.1361,177.6609,1474
2019/5/28,3672.2605,4955.4855,5354.5254,183.3716,177.5828,1477.63
2019/5/29,3663.909,4956.8638,5376.5125,183.6721,177.633,1479.57
2019/5/30,3641.1833,4926.403,5341.9803,183.788,177.6831,1467.87
2019/5/31,3629.7893,4912.0005,5334.2477,183.7669,177.7209,1454.27
2019/6/3,3632.0127,4853.8153,5255.0737,184.0864,177.785,1432.28
2019/6/4,3598.4666,4795.4129,5160.9769,184.4471,177.8061,1439.53
2019/6/5,3597.105,4783.8245,5158.4652,184.5719,177.8416,1438.69
2019/6/6,3564.6778,4678.7844,5030.8005,184.6689,177.8761,1429.12
2019/6/10,3610.7435,4725.2643,5098.9383,184.5952,177.9591,1437.5
2019/6/11,3719.2759,4901.4723,5289.6243,184.2429,177.9623,1458.17
2019/6/12,3691.0957,4863.4922,5264.8861,184.2724,177.9342,1442.14
2019/6/13,3685.3933,4877.6505,5294.1125,184.4503,177.8991,1458.67
2019/6/14,3654.8799,4795.5267,5173.0685,184.727,177.8372,1451.85
2019/6/17,3654.8248,4802.8185,5160.6726,184.8575,177.9116,1442.74
2019/6/18,3667.6185,4797.1468,5160.8783,184.8122,177.9523,1442.53
2019/6/19,3715.9381,4858.9164,5234.2753,184.7033,178.0131,1453.83
2019/6/20,3828.5183,4954.7338,5317.31,184.8371,178.0857,1467.35
2019/6/21,3833.9383,5021.3051,5406.04,184.8148,178.1612,1468.86
2019/6/24,3841.2659,5024.2046,5403.7981,184.6826,178.267,1474.93
2019/6/25,3801.3098,4974.9882,5351.6898,184.7661,178.3046,1478.4656
2019/6/26,3794.331,4962.5936,5351.391,184.701,178.3626,1479.29
2019/6/27,3834.8172,5007.4833,5397.5712,184.6477,178.4175,1483.65
2019/6/28,3825.5873,4950.4798,5321.4331,184.8422,178.4469,1485.46
2019/7/1,3935.8116,5100.2619,5481.4086,184.9143,178.5641,1500.25
2019/7/2,3937.1691,5084.41,5483.515,185.5105,178.6127,1498.41
2019/7/3,3893.5341,5040.7227,5428.5142,185.7133,178.7038,1490.59
2019/7/4,3873.1019,5025.0207,5404.3836,185.8218,178.7706,1487.44
2019/7/5,3893.2025,5042.6599,5424.2503,185.7132,178.7948,1480.91
2019/7/8,3802.7897,4870.7807,5244.2661,185.6262,178.8351,1490.38
2019/7/9,3793.1297,4881.6235,5260.3435,185.6785,178.8535,1485.78
2019/7/10,3786.739,4843.8649,5214.6441,185.6646,178.8566,1489.11
2019/7/11,3785.221,4844.5474,5206.3985,185.764,178.8844,1496.24
2019/7/12,3808.7311,4861.5679,5219.1888,185.8803,178.9029,1491.69
2019/7/15,3824.1878,4925.3243,5273.8148,185.7502,178.9748,1506.49
2019/7/16,3806.8449,4932.0458,5285.229,185.7304,178.9769,1506.47
2019/7/17,3804.6384,4929.085,5289.4244,185.6912,178.9766,1505.42
2019/7/18,3768.4019,4844.1087,5194.6017,185.8111,178.9877,1504.41
2019/7/19,3807.9551,4878.6903,5220.0273,185.7433,179.0006,1513.8
2019/7/22,3781.6832,4776.5749,5073.3332,185.9298,179.082,1493.49
2019/7/23,3789.9135,4823.9182,5131.0973,186.0097,179.1232,1489.82
2019/7/24,3819.8325,4873.0271,5194.829,185.8519,179.1666,1483.3
2019/7/25,3851.0665,4891.6432,5211.0858,185.9366,179.1823,1485.92
2019/7/26,3858.5688,4898.1099,5216.6018,185.9275,179.2176,1490.86
2019/7/29,3854.2704,4897.0183,5218.9831,185.8332,179.278,1485.71
2019/7/30,3870.3176,4922.9175,5239.7181,185.875,179.3101,1494.32
2019/7/31,3835.3589,4903.203,5200.0945,186.1108,179.3509,1493.66
2019/8/1,3803.4694,4870.469,5173.2289,186.1974,179.3768,1480.58
2019/8/2,3747.4379,4809.9198,5091.0633,186.7452,179.4744,1471.06
2019/8/5,3675.6884,4751.9846,5032.6422,187.2414,179.5911,1461.19
2019/8/6,3636.3289,4650.5627,4899.8161,187.1705,179.6593,1463.2
2019/8/7,3621.431,4626.3641,4885.4401,187.3432,179.7202,1453.55
2019/8/8,3669.2936,4656.1009,4923.3268,187.4053,179.7813,1458.65
2019/8/9,3633.5296,4600.3526,4869.7924,187.6844,179.8252,1450.58
2019/8/12,3699.1047,4685.045,4952.2171,187.5922,179.8963,1457.49
2019/8/13,3665.7515,4658.3884,4928.4648,187.9264,179.9581,1458.09
2019/8/14,3682.4015,4683.8403,4961.7505,188.1264,179.9904,1457.51
2019/8/15,3694.0006,4706.5504,4985.4213,188.2028,180.0618,1456.2
2019/8/16,3710.5386,4722.6625,5013.5824,188.1249,180.0657,1453.58
2019/8/19,3791.0946,4875.0363,5173.1766,188.2636,180.1213,1457.55
2019/8/20,3787.7324,4872.6061,5185.2652,188.1626,180.1621,1453.73
2019/8/21,3781.7579,4882.7213,5186.6218,187.9117,180.1729,1444.69
2019/8/22,3793.5061,4887.9142,5208.552,187.8899,180.195,1447.89
2019/8/23,3820.8638,4887.9024,5197.5481,187.8455,180.1797,1452.81
2019/8/26,3765.9105,4855.4584,5168.6795,188.0612,180.2588,1444.45
2019/8/27,3816.9459,4936.1238,5266.6579,187.9738,180.255,1439.13
2019/8/28,3802.5844,4928.1935,5256.1774,187.9755,180.2538,1448.66
2019/8/29,3790.1867,4934.1838,5260.9496,188.1914,180.2859,1444.87
2019/8/30,3799.5863,4886.494,5182.9555,187.8974,180.295,1461.12
2019/9/2,3848.3198,5008.2958,5317.5333,187.7863,180.3492,1471.87
2019/9/3,3853.6106,5044.1805,5357.0603,187.8049,180.3511,1477.9
2019/9/4,3886.0012,5093.2662,5394.7063,187.9902,180.3518,1486.78
2019/9/5,3925.323,5138.4051,5445.5743,188.4645,180.4098,1485.76
2019/9/6,3948.5075,5154.6378,5468.4591,188.5476,180.4357,1472.98
2019/9/9,3972.9484,5263.4594,5602.2416,188.4949,180.5157,1492
2019/9/10,3959.265,5245.305,5614.5756,188.3653,180.5592,1489.62
2019/9/11,3930.0999,5217.2913,5566.4083,188.3326,180.5861,1492.33
2019/9/12,3972.3799,5242.6115,5592.9216,188.034,180.5978,1499.34
2019/9/16,3957.7154,5250.3398,5627.2352,188.0541,180.6834,1509.5
2019/9/17,3891.2208,5140.4502,5492.2224,187.9702,180.6939,1513.61
2019/9/18,3910.0837,5141.0381,5485.8788,187.6925,180.7155,1500.77
2019/9/19,3924.3823,5191.6687,5550.4072,187.8194,180.711,1484.72
2019/9/20,3935.6511,5204.4848,5556.4776,187.8527,180.7021,1479.4
2019/9/23,3890.6616,5171.484,5501.2148,187.8893,180.7488,1492.54
2019/9/24,3901.0758,5180.7418,5528.8929,187.7613,180.749,1478.05
2019/9/25,3870.9837,5087.0091,5421.6247,187.7651,180.7627,1479.46
2019/9/26,3841.1388,4970.2403,5244.0766,187.6012,180.7737,1475.58
2019/9/27,3852.6534,5005.6299,5291.4359,187.5003,180.7997,1465.41
2019/9/30,3814.5282,4940.903,5232.3865,187.5573,180.8842,1470.27
2019/10/8,3837.6791,4941.7607,5237.1816,187.9403,181.0529,1469.43
2019/10/9,3843.2392,4982.9535,5285.1493,187.9853,181.0818,1470.71
2019/10/10,3874.6391,5046.3594,5366.9254,187.8496,181.1261,1475.74
2019/10/11,3911.7253,5055.5165,5370.6541,187.6714,181.1476,1473.01
2019/10/14,3953.2411,5131.1312,5455.6064,187.5761,181.1975,1470.63
2019/10/15,3936.2498,5061.0029,5375.5288,187.5009,181.2018,1464.63
2019/10/16,3922.6854,5038.356,5353.0154,187.5732,181.2133,1450.27
2019/10/17,3925.2216,5029.854,5347.2673,187.6744,181.2292,1446.92
2019/10/18,3869.3777,4961.8072,5280.5324,187.445,181.2516,1450.09
2019/10/21,3880.8398,4951.0354,5247.2982,187.1516,181.2807,1449.21
2019/10/22,3895.8809,5005.5525,5312.4584,187.1339,181.2664,1449.92
2019/10/23,3871.0848,4967.1949,5269.7225,187.2023,181.2675,1455.98
2019/10/24,3870.6678,4958.2465,5259.4545,187.2283,181.2173,1464.35
2019/10/25,3896.7923,4994.5684,5300.0943,187.1097,181.2201,1468.24
2019/10/28,3926.585,5084.4677,5425.7542,186.6698,181.2515,1462.59
2019/10/29,3910.226,5007.7126,5366.7544,186.6292,181.2106,1462.99
2019/10/30,3891.2255,4947.8954,5313.4166,186.3996,181.1419,1466.37
2019/10/31,3886.7519,4917.4174,5253.8811,186.6459,181.0769,1462.82
2019/11/1,3952.3872,4962.3495,5303.9905,186.8446,181.1019,1462.4
2019/11/4,3978.1216,4987.8364,5337.0832,186.7002,181.1502,1463.67
2019/11/5,4002.8128,5025.3029,5352.061,187.1327,181.1692,1473.01
2019/11/6,3984.8816,4974.7343,5304.8381,187.1699,181.2346,1467.8
2019/11/7,3991.8749,5007.0666,5340.1711,187.0599,181.2888,1462.67
2019/11/8,3973.0107,4988.2938,5321.7779,187.0366,181.3321,1454.46
2019/11/11,3902.9783,4876.1594,5183.5711,187.2391,181.4053,1443.03
2019/11/12,3903.6888,4881.6144,5196.7152,187.2871,181.4617,1454.78
2019/11/13,3899.9815,4875.543,5181.4922,187.4098,181.4928,1450
2019/11/14,3905.857,4912.1075,5216.6437,187.2822,181.5269,1458.33
2019/11/15,3877.0892,4868.4367,5152.5637,187.4751,181.5508,1455.47
2019/11/18,3907.9291,4892.4609,5189.3522,187.9424,181.6466,1458.29
2019/11/19,3947.0392,4975.1128,5286.1488,188.275,181.7082,1465.11
2019/11/20,3907.8641,4946.2757,5259.4697,188.2993,181.7802,1469.6
2019/11/21,3889.598,4945.7188,5250.665,188.4636,181.8573,1471.35
2019/11/22,3849.9948,4904.0828,5181.1093,188.5055,181.8956,1475.48
2019/11/25,3878.2061,4901.5021,5151.3684,188.3147,181.9706,1491.98
2019/11/26,3891.6533,4882.1624,5147.7282,188.4352,181.9942,1477.74
2019/11/27,3875.6186,4904.2568,5145.967,188.4416,182.0265,1473.49
2019/11/28,3862.3029,4889.2595,5131.1284,188.4911,182.0559,1473.82
2019/11/29,3828.6706,4894.9416,5126.6146,188.5883,182.0749,1473.25
2019/12/2,3836.0589,4905.4209,5137.7835,188.3487,182.1459,1475.79
2019/12/3,3851.0873,4926.4548,5171.3562,188.4885,182.1578,1475.71
2019/12/4,3849.819,4920.6682,5179.6944,188.6132,182.1854,1477.49
2019/12/5,3879.3638,4967.6021,5238.1302,188.6185,182.2216,1482.87
2019/12/6,3902.3853,5010.5104,5275.5098,188.6059,182.2352,1488.08
2019/12/9,3895.4468,5024.604,5294.2815,188.5768,182.3055,1508.19
2019/12/10,3900.3843,5049.0514,5326.3609,188.658,182.3303,1508.51
2019/12/11,3902.7492,5027.2784,5304.8817,188.7487,182.3648,1513.75
2019/12/12,3891.0242,5012.0011,5304.4232,188.827,182.3791,1514.02
2019/12/13,3968.2211,5073.6858,5375.9765,188.7494,182.3939,1513.95
2019/12/16,3987.5464,5166.0391,5476.9884,188.7691,182.4584,1514.37
2019/12/17,4041.7996,5236.0624,5545.6182,188.5704,182.4653,1515.78
2019/12/18,4032.7826,5235.1248,5543.787,188.5585,182.4745,1509.76
2019/12/19,4027.1495,5241.7376,5568.113,188.6192,182.4883,1517.47
2019/12/20,4017.2527,5184.6752,5501.1575,189.0107,182.5064,1516.8
2019/12/23,3967.0962,5084.3505,5377.0867,189.288,182.5952,1518.04
2019/12/24,3992.9581,5162.0702,5471.7354,189.5202,182.6419,1519.78
2019/12/25,3990.8671,5183.0986,5504.4168,189.6921,182.6874,1519.46
2019/12/26,4025.9879,5219.1404,5543.6643,190.0297,182.7425,1525.04
2019/12/27,4022.0278,5179.1929,5498.9254,189.9999,182.7967,1530.01
2019/12/30,4081.6334,5241.9383,5529.9961,190.0244,182.8778,1532.05
2019/12/31,4096.5821,5267.6622,5567.033,190.1421,182.908,1531.48
2020/1/2,4152.2408,5366.1375,5676.5579,189.9983,183.0029,1528.05
2020/1/3,4144.9649,5380.6372,5706.0438,189.9578,183.0597,1531.71
2020/1/6,4129.2954,5434.8503,5764.7334,190.1401,183.1688,1542.92
2020/1/7,4160.2274,5499.8395,5852.3609,190.1235,183.2121,1541.67
2020/1/8,4112.3172,5423.7966,5772.4742,190.2563,183.2622,1552.41
2020/1/9,4164.3697,5497.5429,5864.1821,190.3888,183.3145,1526.61
2020/1/10,4163.1849,5480.2279,5851.8928,190.6774,183.371,1530.17
2020/1/13,4203.9883,5559.6272,5926.7222,190.7308,183.462,1526.41
2020/1/14,4189.8862,5542.3316,5914.1131,190.6129,183.4767,1522.76
2020/1/15,4166.7344,5530.0266,5913.518,190.6563,183.4679,1518.46
2020/1/16,4149.0434,5527.6676,5902.1318,190.6651,183.4901,1519.08
2020/1/17,4154.853,5510.0453,5879.4121,190.775,183.5048,1523.32
2020/1/20,4185.8304,5587.5359,5954.8668,191.0737,183.5663,1522.7
2020/1/21,4114.3085,5523.9419,5901.8587,191.5624,183.6129,1510.37
2020/1/22,4131.9311,5575.5126,5919.587,191.6082,183.6546,1506.86
2020/1/23,4003.9013,5377.7411,5699.0083,192.0694,183.6813,1486.56
2020/2/3,3688.3578,4910.9011,5200.1624,194.1043,184.3176,1404.88
2020/2/4,3785.6376,4996.4743,5212.1,193.9152,184.3221,1408.59
2020/2/5,3828.5272,5123.9619,5348.3408,193.9299,184.3613,1408.03
2020/2/6,3899.7751,5282.8922,5515.6411,194.0349,184.3815,1419.91
2020/2/7,3899.8693,5327.0369,5583.5955,194.3956,184.4579,1418.41
2020/2/10,3916.0052,5388.4349,5661.5621,194.6696,184.5769,1412.43
2020/2/11,3952.4643,5361.2768,5623.2586,194.4036,184.6331,1426.08
2020/2/12,3984.4325,5459.9461,5754.2577,194.3623,184.734,1429.66
2020/2/13,3959.9188,5412.8418,5707.5326,194.419,184.8107,1432.52
2020/2/14,3987.7342,5420.8025,5727.8291,194.1503,184.8769,1433.19
2020/2/17,4077.4241,5594.4366,5936.4827,193.8697,184.9751,1445.75
2020/2/18,4057.5108,5660.8142,6072.1933,194.0402,185.0255,1437.57
2020/2/19,4051.3107,5603.2626,6018.0505,193.9972,185.0757,1443.74
2020/2/20,4144.6561,5706.7127,6134.388,193.7982,185.1286,1462.57
2020/2/21,4149.4903,5784.0321,6243.4783,194.1894,185.1606,1462.69
2020/2/24,4132.8388,5865.4665,6380.4145,194.5264,185.2462,1451.56
2020/2/25,4123.8543,5897.7219,6407.1434,194.4718,185.2975,1450.87
2020/2/26,4073.0152,5743.3929,6221.835,194.6073,185.3597,1427.63
2020/2/27,4084.8759,5753.7277,6232.089,194.8696,185.4262,1411.13
2020/2/28,3940.0488,5451.2897,5870.9664,195.2381,185.4789,1373.22
2020/3/2,4069.6662,5656.4193,6113.4111,195.2376,185.5652,1406.76
2020/3/3,4091.3615,5710.0235,6195.8915,195.1706,185.5811,1409.38
2020/3/4,4115.0524,5716.5112,6226.533,195.6504,185.6808,1416.75
2020/3/5,4206.7251,5801.1199,6315.8349,195.6733,185.72,1419.18
2020/3/6,4138.5072,5763.8602,6296.7385,196.2508,185.785,1402.33
2020/3/9,3997.1325,5525.8167,6049.6211,197.8104,185.945,1368.64
2020/3/10,4082.7315,5675.1113,6206.408,196.9992,185.9327,1375.18
2020/3/11,4028.4289,5589.5311,6122.9093,197.0335,185.8977,1356.01
2020/3/12,3950.9111,5493.8838,5999.6395,196.8954,185.8905,1339.92
2020/3/13,3895.3128,5457.2006,5945.4645,196.3107,185.7656,1345.65
2020/3/16,3727.8398,5200.1142,5657.7747,196.4495,185.7516,1321.69
2020/3/17,3709.6822,5212.0619,5642.9188,196.0065,185.6814,1316.73
2020/3/18,3636.2565,5119.4716,5556.1082,195.8841,185.708,1287.37
2020/3/19,3589.0926,5157.8235,5617.1948,195.7293,185.7036,1266.42
2020/3/20,3653.2239,5219.2809,5670.471,196.0678,185.7224,1285.55
2020/3/23,3530.3058,4998.9095,5416.5708,196.529,185.851,1260.43
2020/3/24,3625.1146,5096.0408,5517.2552,196.6732,185.9485,1281.42
2020/3/25,3722.5181,5217.4237,5646.6252,196.7991,185.9894,1299.18
2020/3/26,3698.0472,5166.1091,5595.4333,197.2235,186.0385,1286.23
2020/3/27,3710.0605,5137.3371,5553.6122,197.1222,186.0888,1286.49
2020/3/30,3674.1108,5027.4856,5415.4107,197.1982,186.1293,1263.65
2020/3/31,3686.1551,5041.4534,5427.1324,197.5263,186.1698,1278.25
2020/4/1,3675.0758,5019.2187,5403.303,197.8963,186.2493,1260.53
2020/4/2,3734.5306,5147.2019,5538.604,197.6996,186.3506,1293.29
2020/4/3,3713.2183,5107.0393,5507.1187,197.5531,186.3717,1287.34
2020/4/7,3798.0214,5267.073,5695.1689,198.884,186.814,1310.64
2020/4/8,3780.3445,5271.7961,5718.1282,199.4567,187.0558,1319.74
2020/4/9,3792.8105,5322.4614,5789.2646,199.1454,187.2119,1334.85
2020/4/10,3769.1782,5208.5102,5637.5316,198.8432,187.2402,1342.67
2020/4/13,3753.2566,5169.1757,5578.856,198.8157,187.2915,1337.21
2020/4/14,3825.6991,5288.593,5692.0009,198.9464,187.311,1336.4
2020/4/15,3797.3623,5268.7497,5657.9482,199.0736,187.3487,1328.91
2020/4/16,3802.3806,5316.9707,5700.9604,199.2626,187.4333,1317.17
2020/4/17,3839.4871,5318.4547,5710.0533,199.1153,187.4958,1321.06
2020/4/20,3853.4551,5381.7857,5803.4021,198.7344,187.5602,1315.84
2020/4/21,3808.0474,5343.8806,5773.0079,198.8903,187.5953,1286.15
2020/4/22,3839.3834,5387.6233,5826.5596,199.2598,187.6326,1278.77
2020/4/23,3829.7525,5357.7904,5789.4817,199.7912,187.7666,1301.75
2020/4/24,3796.9721,5273.5474,5675.5096,200.0053,187.8394,1309.07
2020/4/27,3822.769,5265.7248,5645.6565,199.8206,187.8866,1304.67
2020/4/28,3849.1465,5227.846,5561.1976,199.9445,187.9048,1289.38
2020/4/29,3867.032,5226.8116,5547.6279,200.2271,187.9402,1301.66
2020/4/30,3912.5772,5353.8595,5678.1658,199.9941,187.9816,1319.27
2020/5/6,3936.2539,5451.3159,5802.4187,199.5422,188.0663,1335.55
2020/5/7,3924.8946,5445.7519,5795.872,199.0033,187.9706,1342.29
2020/5/8,3963.6217,5507.6965,5862.7665,199.0003,187.8723,1350.01
2020/5/11,3960.1803,5496.192,5851.8037,198.3092,187.7505,1345.8
2020/5/12,3960.2378,5512.464,5869.5065,198.335,187.6725,1340.92
2020/5/13,3968.2529,5536.2802,5917.0268,198.0983,187.6943,1340.33
2020/5/14,3925.2177,5487.107,5863.2364,198.1166,187.69,1335.63
2020/5/15,3912.8159,5507.9336,5889.9767,198.2337,187.7308,1354.98
2020/5/18,3922.9117,5478.8218,5860.0427,197.7212,187.7668,1374.03
2020/5/19,3956.2495,5547.8759,5936.5992,197.615,187.7303,1384.35
